course_id,course_name,category,skills,level,duration_hours,rating,instructor,description,enrolled_students,price,language,tags,prerequisites
980,"Rust - Algorithms (Crash Course, edX)",Programming,rust algorithms programming,Advanced,15,4.8,Prof. R. Iyer,"Learn Rust through a algorithms focused course, covering key concepts in Programming.",21125,3999,Hindi,"quiz-included, in-demand, certificate, job-ready","[142, 677]"
981,"Graph Databases - Performance Tuning (Live Cohort, Udemy)",Databases,graph databases performance tuning databases,Advanced,4,4.9,Mr. T. Singh,"Learn Graph Databases through a performance tuning focused course, covering key concepts in Databases.",21745,499,Hindi,"in-demand, quiz-included",[699]
982,"Seaborn - Real World Projects (Live Cohort, Coursera)",Data Visualization,seaborn real world projects data visualization,Advanced,20,4.3,Prof. M. Khan,"Learn Seaborn through a real world projects focused course, covering key concepts in Data Visualization.",23892,1999,Hindi,"hands-on, job-ready, beginner-friendly",[1631]
983,"Probability - Applied Techniques (Self-Paced, DataCamp)",Statistics & Math,probability applied techniques statistics & math,Beginner,15,3.5,Dr. N. Rao,"Learn Probability through a applied techniques focused course, covering key concepts in Statistics & Math.",19333,2999,English + Hindi Subtitles,"mentor-support, job-ready, trending",[]
984,"Database Optimization - Intermediate Queries (Self-Paced, Pluralsight)",Databases,database optimization intermediate queries databases,Beginner,2,4.0,Mr. T. Singh,"Learn Database Optimization through a intermediate queries focused course, covering key concepts in Databases.",6818,0,Spanish,"hands-on, trending",[]
985,"Docker - Fundamentals (Crash Course, edX)",Cloud & DevOps,docker fundamentals cloud & devops,Beginner,20,3.7,Ms. P. Nair,"Learn Docker through a fundamentals focused course, covering key concepts in Cloud & DevOps.",17423,3999,French,"industry-recognized, job-ready, hands-on, certificate",[]
986,"Robotics - Advanced Applications (Project-Based, Udemy)",AI Specialized,robotics advanced applications ai specialized,Advanced,20,4.0,Mr. S. Gupta,"Learn Robotics through a advanced applications focused course, covering key concepts in AI Specialized.",34889,0,Hindi,"project-based, certificate, in-demand",[1023]
987,"Power BI - Best Practices (Self-Paced, Coursera)",Data Visualization,power bi best practices data visualization,Advanced,12,4.6,Ms. K. Verma,"Learn Power BI through a best practices focused course, covering key concepts in Data Visualization.",25271,0,Hindi,"beginner-friendly, quiz-included, project-based, mentor-support","[73, 466]"
988,"Angular - Building Projects (Project-Based, Udemy)",Web Development,angular building projects web development,Intermediate,25,4.1,Ms. K. Verma,"Learn Angular through a building projects focused course, covering key concepts in Web Development.",29698,999,French,"project-based, hands-on, job-ready, industry-recognized",[114]
989,"Probability - Intermediate Concepts (Project-Based, DataCamp)",Statistics & Math,probability intermediate concepts statistics & math,Intermediate,10,3.7,Mr. T. Singh,"Learn Probability through a intermediate concepts focused course, covering key concepts in Statistics & Math.",42925,2999,Hindi,"job-ready, certificate",[1024]
990,"MySQL - Advanced Techniques (Project-Based, DataCamp)",Databases,mysql advanced techniques databases,Advanced,8,4.9,Mr. S. Gupta,"Learn MySQL through a advanced techniques focused course, covering key concepts in Databases.",47770,4999,Spanish,"mentor-support, beginner-friendly, quiz-included",[1950]
991,"JavaScript - Best Practices (Crash Course, Coursera)",Programming,javascript best practices programming,Advanced,6,3.8,Dr. L. Fernandes,"Learn JavaScript through a best practices focused course, covering key concepts in Programming.",28411,4999,Spanish,"hands-on, mentor-support, in-demand, trending",[1451]
992,"Data Cleaning - Fundamentals (Self-Paced, Pluralsight)",Data Science,data cleaning fundamentals data science,Beginner,10,4.3,Dr. L. Fernandes,"Learn Data Cleaning through a fundamentals focused course, covering key concepts in Data Science.",25930,1499,Hindi,"quiz-included, in-demand",[]
993,"Plotly - Intermediate Techniques (Crash Course, DataCamp)",Data Visualization,plotly intermediate techniques data visualization,Beginner,10,3.5,Dr. A. Sharma,"Learn Plotly through a intermediate techniques focused course, covering key concepts in Data Visualization.",45193,4999,French,"job-ready, industry-recognized",[]
994,"FastAPI - Deployment Strategies (Self-Paced, Pluralsight)",Web Development,fastapi deployment strategies web development,Advanced,15,4.6,Prof. M. Khan,"Learn FastAPI through a deployment strategies focused course, covering key concepts in Web Development.",39221,3999,Spanish,"hands-on, quiz-included, industry-recognized","[102, 1120]"
995,"Discrete Mathematics - Fundamentals (Project-Based, edX)",Statistics & Math,discrete mathematics fundamentals statistics & math,Beginner,12,4.1,Dr. A. Sharma,"Learn Discrete Mathematics through a fundamentals focused course, covering key concepts in Statistics & Math.",48433,3999,French,"job-ready, in-demand, quiz-included, beginner-friendly",[]
996,"Team Collaboration - Practical Guide (Crash Course, Pluralsight)",Career Skills,team collaboration practical guide career skills,Intermediate,6,4.2,Prof. R. Iyer,"Learn Team Collaboration through a practical guide focused course, covering key concepts in Career Skills.",38599,0,Hindi,"project-based, beginner-friendly, trending, industry-recognized","[1645, 1879]"
997,"Dashboard Design - Real World Projects (Live Cohort, Udemy)",Data Visualization,dashboard design real world projects data visualization,Beginner,15,4.6,Ms. K. Verma,"Learn Dashboard Design through a real world projects focused course, covering key concepts in Data Visualization.",29997,1499,Hindi,"beginner-friendly, in-demand",[]
998,"Data Wrangling - Best Practices (Project-Based, LinkedIn Learning)",Data Science,data wrangling best practices data science,Advanced,6,4.2,Prof. R. Iyer,"Learn Data Wrangling through a best practices focused course, covering key concepts in Data Science.",5065,3999,English + Hindi Subtitles,"job-ready, mentor-support, certificate, industry-recognized","[992, 1531]"
999,"GANs - Foundations (Crash Course, edX)",Deep Learning,gans foundations deep learning,Beginner,15,3.7,Dr. N. Rao,"Learn GANs through a foundations focused course, covering key concepts in Deep Learning.",10479,4999,English + Hindi Subtitles,"project-based, in-demand",[]
1000,"Generative AI - Introduction (Live Cohort, Udemy)",AI Specialized,generative ai introduction ai specialized,Beginner,25,4.1,Dr. L. Fernandes,"Learn Generative AI through a introduction focused course, covering key concepts in AI Specialized.",15399,0,English + Hindi Subtitles,"certificate, mentor-support",[]
1001,"Transformers - Foundations (Self-Paced, LinkedIn Learning)",Deep Learning,transformers foundations deep learning,Advanced,2,3.8,Ms. K. Verma,"Learn Transformers through a foundations focused course, covering key concepts in Deep Learning.",12417,0,Hindi,"mentor-support, trending, hands-on, job-ready",[1018]
1002,"Interactive Charts - Advanced Dashboards (Crash Course, DataCamp)",Data Visualization,interactive charts advanced dashboards data visualization,Advanced,6,4.5,Dr. N. Rao,"Learn Interactive Charts through a advanced dashboards focused course, covering key concepts in Data Visualization.",32620,499,English,"trending, hands-on, certificate","[932, 1161]"
1003,"Neural Networks - Practical Applications (Live Cohort, DataCamp)",Deep Learning,neural networks practical applications deep learning,Intermediate,20,4.8,Dr. A. Sharma,"Learn Neural Networks through a practical applications focused course, covering key concepts in Deep Learning.",14308,499,Spanish,"job-ready, hands-on",[1072]
1004,"Statistics - Advanced Theory (Live Cohort, Pluralsight)",Statistics & Math,statistics advanced theory statistics & math,Advanced,2,4.9,Dr. N. Rao,"Learn Statistics through a advanced theory focused course, covering key concepts in Statistics & Math.",38377,1499,Hindi,"mentor-support, job-ready",[1444]
1005,"Data Storytelling - Advanced Dashboards (Self-Paced, Pluralsight)",Data Visualization,data storytelling advanced dashboards data visualization,Advanced,10,4.9,Ms. P. Nair,"Learn Data Storytelling through a advanced dashboards focused course, covering key concepts in Data Visualization.",38001,1499,English,"beginner-friendly, project-based, job-ready",[2062]
1006,"MLOps - Advanced Configuration (Crash Course, LinkedIn Learning)",Cloud & DevOps,mlops advanced configuration cloud & devops,Advanced,8,4.9,Dr. A. Sharma,"Learn MLOps through a advanced configuration focused course, covering key concepts in Cloud & DevOps.",35534,1499,French,"mentor-support, quiz-included",[1736]
1007,"Transfer Learning - Hands-on Project (Self-Paced, edX)",Deep Learning,transfer learning hands on project deep learning,Intermediate,2,3.7,Prof. M. Khan,"Learn Transfer Learning through a hands-on project focused course, covering key concepts in Deep Learning.",40505,4999,English + Hindi Subtitles,"in-demand, industry-recognized","[101, 1667]"
1008,"AWS - Hands-on Practice (Project-Based, Coursera)",Cloud & DevOps,aws hands on practice cloud & devops,Advanced,30,3.8,Mr. T. Singh,"Learn AWS through a hands-on practice focused course, covering key concepts in Cloud & DevOps.",46072,999,Spanish,"trending, certificate",[1923]
1009,"Data Warehousing - Performance Tuning (Self-Paced, Coursera)",Databases,data warehousing performance tuning databases,Beginner,30,3.7,Ms. P. Nair,"Learn Data Warehousing through a performance tuning focused course, covering key concepts in Databases.",14712,2499,English,"in-demand, mentor-support, hands-on",[]
1010,"Ensemble Methods - Hands-on Project (Live Cohort, Pluralsight)",Machine Learning,ensemble methods hands on project machine learning,Beginner,15,4.6,Mr. T. Singh,"Learn Ensemble Methods through a hands-on project focused course, covering key concepts in Machine Learning.",26045,2499,Hindi,"beginner-friendly, trending, project-based",[]
1011,"Python - Data Structures (Live Cohort, DataCamp)",Programming,python data structures programming,Intermediate,8,4.4,Dr. N. Rao,"Learn Python through a data structures focused course, covering key concepts in Programming.",41007,2499,English,"hands-on, trending, mentor-support",[405]
1012,"Bayesian Inference - Fundamentals (Live Cohort, Coursera)",Statistics & Math,bayesian inference fundamentals statistics & math,Beginner,10,4.7,Ms. P. Nair,"Learn Bayesian Inference through a fundamentals focused course, covering key concepts in Statistics & Math.",49182,3999,English + Hindi Subtitles,"hands-on, beginner-friendly, in-demand",[]
1013,"MLOps - Production Deployment (Live Cohort, Udemy)",Cloud & DevOps,mlops production deployment cloud & devops,Advanced,2,4.5,Prof. R. Iyer,"Learn MLOps through a production deployment focused course, covering key concepts in Cloud & DevOps.",37180,999,French,"beginner-friendly, in-demand","[1297, 1923]"
1014,"Data Mining - Practical Applications (Project-Based, Pluralsight)",Data Science,data mining practical applications data science,Beginner,12,4.7,Dr. N. Rao,"Learn Data Mining through a practical applications focused course, covering key concepts in Data Science.",15760,0,English + Hindi Subtitles,"trending, hands-on, industry-recognized",[]
1015,"Freelancing - Best Practices (Crash Course, edX)",Career Skills,freelancing best practices career skills,Beginner,6,4.0,Mr. S. Gupta,"Learn Freelancing through a best practices focused course, covering key concepts in Career Skills.",16354,1499,Hindi,"beginner-friendly, industry-recognized",[]
